PR_Number,PR_MU_Number,CWT_Code,Number_Released,Release_name,Hatchery_name,Stock_name,brood_year,StockID,Name
34,2,'042683,21049,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2009,246,M-soakhw
34,2,'042684,71235,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2009,246,M-soakhw
31,2,'042685,9733,CHILKAT R 115-32,NA,CHILKAT R 115-32,2010,240,M-niakhw
31,2,'042686,8565,CHILKAT R 115-32,NA,CHILKAT R 115-32,2010,240,M-niakhw
31,2,'042691,4431,CHILKAT R 115-32,NA,CHILKAT R 115-32,2011,240,M-niakhw
31,2,'042692,6397,CHILKAT R 115-32,NA,CHILKAT R 115-32,2011,240,M-niakhw
31,2,'042696,18718,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2010,240,M-niakhw
31,2,'042697,18340,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2010,240,M-niakhw
31,2,'042764,12795,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2010,240,M-niakhw
32,2,'042770,24520,BEAR COVE 113-41,MEDVEJIE,SALMON LK 113-41,2010,242,M-noakhw
32,2,'042771,25396,BEAR COVE 113-41,MEDVEJIE,SALMON LK 113-41,2010,242,M-noakhw
32,2,'042773,9913,DEEP INLET 113-41,MEDVEJIE,SALMON LK 113-41,2010,242,M-noakhw
32,2,'042774,10097,DEEP INLET 113-41,MEDVEJIE,SALMON LK 113-41,2010,242,M-noakhw
31,2,'042777,1234,BERNERS R 115-20,NA,BERNERS R 115-20,2011,240,M-niakhw
31,2,'042779,8945,BERNERS R 115-20,NA,BERNERS R 115-20,2012,240,M-niakhw
31,2,'042780,6019,BERNERS R 115-20,NA,BERNERS R 115-20,2011,240,M-niakhw
33,2,'042782,22620,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2011,244,M-siakhw
33,2,'042784,10131,BAKEWELL LK 101-55,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042785,10002,BAKEWELL LK 101-55,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042786,10073,BAKEWELL LK 101-55,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042787,10223,BAKEWELL LK 101-55,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042788,10086,BAKEWELL LK 101-55,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042789,10952,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042790,10782,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042791,10993,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042792,10574,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042793,10815,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042794,10913,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042870,10817,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2010,244,M-siakhw
33,2,'042871,10800,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2010,244,M-siakhw
33,2,'042872,10624,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2010,244,M-siakhw
33,2,'042876,10978,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042877,11015,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2010,244,M-siakhw
33,2,'042879,10421,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042880,9679,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042881,10015,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042882,10116,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042883,9280,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042884,10199,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042885,9888,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042886,10119,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042887,10949,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042888,10962,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042889,10983,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042890,10482,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042891,10778,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042892,10543,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042893,10886,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042894,10839,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042895,10836,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042896,10753,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042897,9930,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
33,2,'042898,10633,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2010,244,M-siakhw
32,2,'042937,11145,TAWAH CR 182-80,NA,TAWAH CR 182-80,2003,242,M-noakhw
33,2,'042968,11082,STIKINE R 108-40,NA,STIKINE R 108-40,2010,244,M-siakhw
33,2,'042973,8549,KETCHIKAN CR 101-47,DEER MOUNTAIN,BURNETT INLET H,2010,244,M-siakhw
33,2,'042974,1572,KETCHIKAN CR 101-47,DEER MOUNTAIN,KETCHIKAN CR,2010,244,M-siakhw
31,2,'042980,32957,GUNNUK CR 109-42,GUNNUK CREEK,GUNNUK CR 109-42,2010,240,M-niakhw
34,2,'042981,10665,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK LK,2010,246,M-soakhw
34,2,'042982,11470,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2010,246,M-soakhw
34,2,'042983,21892,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK LK,2010,246,M-soakhw
34,2,'042984,71218,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK LK,2010,246,M-soakhw
31,2,'042987,22949,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2011,240,M-niakhw
31,2,'042988,23382,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2011,240,M-niakhw
31,2,'042989,19611,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2011,240,M-niakhw
31,2,'042990,22346,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2011,240,M-niakhw
32,2,'042996,52125,BEAR COVE 113-41,MEDVEJIE,SALMON LK 113-41,2011,242,M-noakhw
32,2,'042998,26177,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE + SALMON LK,2012,242,M-noakhw
31,2,'042999,13240,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2011,240,M-niakhw
31,2,'043034,19494,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2011,240,M-niakhw
31,2,'043035,20049,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2011,240,M-niakhw
32,2,'043038,9240,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE + SALMON LK,2012,242,M-noakhw
32,2,'043039,7063,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2011,242,M-noakhw
31,2,'043040,10173,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2011,240,M-niakhw
32,2,'043041,9885,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2011,242,M-noakhw
32,2,'043042,11556,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2011,242,M-noakhw
31,2,'043043,8871,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2013,240,M-niakhw
32,2,'043044,9487,DEEP INLET 113-41,MEDVEJIE,SALMON LK 113-41,2011,242,M-noakhw
32,2,'043045,9519,DEEP INLET 113-41,MEDVEJIE,SALMON LK 113-41,2011,242,M-noakhw
32,2,'043046,9455,DEEP INLET 113-41,MEDVEJIE,SALMON LK 113-41,2011,242,M-noakhw
30,2,'043068,8278,TAKU R 111-32,NA,TAKU R 111-32,2013,238,M-tranhw
33,2,'043070,8638,STIKINE R 108-40,NA,STIKINE R 108-40,2011,244,M-siakhw
31,2,'043071,35216,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2011,240,M-niakhw
33,2,'043076,8500,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043077,8339,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043078,9242,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043079,7640,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043080,7611,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043081,12355,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043082,10784,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043083,10754,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043084,10537,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043085,10797,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043086,10786,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043097,10797,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2011,244,M-siakhw
33,2,'043098,10718,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2011,244,M-siakhw
33,2,'043099,10709,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2011,244,M-siakhw
31,2,'043120,10519,SLIPPERY CR 109-43,NA,SLIPPERY CR,1995,240,M-niakhw
33,2,'043123,7770,TWELVEMILE CREEK 102-60,NA,TWELVEMILE CR 102-60,2012,244,M-siakhw
33,2,'043168,11066,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043169,11088,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043170,11048,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043171,11011,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043172,11021,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043173,11053,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043174,11042,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043175,10618,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043176,11107,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043177,10862,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043178,10780,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043179,10872,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043180,10052,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043181,10702,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043182,10673,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043183,10745,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043184,10729,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043185,10824,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043186,10826,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2011,244,M-siakhw
33,2,'043196,11511,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043197,11130,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2011,244,M-siakhw
33,2,'043198,7048,KETCHIKAN CR 101-47,DEER MOUNTAIN,BURNETT INLET H,2011,244,M-siakhw
33,2,'043199,8432,KETCHIKAN CR 101-47,DEER MOUNTAIN,KETCHIKAN CR,2011,244,M-siakhw
31,2,'043208,6833,BERNERS R 115-20,NA,BERNERS R 115-20,2000,240,M-niakhw
34,2,'043248,11106,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2011,246,M-soakhw
34,2,'043251,10655,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2011,246,M-soakhw
34,2,'043253,21447,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK R,2011,246,M-soakhw
34,2,'043254,68038,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2011,246,M-soakhw
31,2,'043264,21232,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2012,240,M-niakhw
31,2,'043265,23375,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2012,240,M-niakhw
32,2,'043267,7843,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE + SALMON LK,2012,242,M-noakhw
32,2,'043268,8912,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE + SALMON LK,2012,242,M-noakhw
32,2,'043269,7196,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE + SALMON LK,2012,242,M-noakhw
32,2,'043270,10393,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE + SALMON LK,2012,242,M-noakhw
31,2,'043278,11642,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043281,19664,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043282,18966,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043285,19120,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
32,2,'043286,11116,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE + SALMON LK,2012,242,M-noakhw
32,2,'043287,11240,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE + SALMON LK,2012,242,M-noakhw
31,2,'043288,9299,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043289,9289,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043290,6573,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043291,6531,DEER LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
31,2,'043292,42584,GUNNUK CR 109-42,GUNNUK CREEK,GUNNUK CR 109-42,2011,240,M-niakhw
31,2,'043293,717,COWEE CR 115-20,NA,COWEE CR 115-20,2011,240,M-niakhw
31,2,'043294,1564,COWEE CR 115-20,NA,COWEE CR 115-20,2011,240,M-niakhw
31,2,'043297,6418,AUKE CR 111-50,NA,AUKE CR,2013,240,M-niakhw
31,2,'043298,9263,AUKE CR 111-50,NA,AUKE CR,2014,240,M-niakhw
33,2,'043348,10521,TWELVEMILE CREEK 102-60,NA,TWELVEMILE CR 102-60,2012,244,M-siakhw
33,2,'043351,10324,TWELVEMILE CREEK 102-60,NA,TWELVEMILE CR 102-60,2013,244,M-siakhw
33,2,'043352,6881,TWELVEMILE CREEK 102-60,NA,TWELVEMILE CR 102-60,2013,244,M-siakhw
31,2,'043364,5769,AUKE CR 111-50,NA,AUKE CR,2012,240,M-niakhw
31,2,'043365,3764,BERNERS R 115-20,NA,BERNERS R 115-20,2013,240,M-niakhw
31,2,'043366,2631,BERNERS R 115-20,NA,BERNERS R 115-20,2013,240,M-niakhw
31,2,'043369,10201,BERNERS R 115-20,NA,BERNERS R 115-20,2012,240,M-niakhw
33,2,'043373,11536,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2012,244,M-siakhw
33,2,'043374,10487,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2012,244,M-siakhw
33,2,'043375,11119,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2012,244,M-siakhw
33,2,'043376,11240,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2012,244,M-siakhw
33,2,'043377,10456,ANITA BAY 107-30,BURNETT INLET,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043378,10823,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043379,10893,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043380,10797,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043381,10600,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043382,10390,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043383,9952,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043384,7223,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043466,10586,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2012,244,M-siakhw
33,2,'043467,9237,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2012,244,M-siakhw
33,2,'043468,9298,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2012,244,M-siakhw
33,2,'043477,10845,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043478,10731,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043479,10837,NEETS BAY 101-90,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043480,15779,NEETS BAY 101-90,BURNETT INLET,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043481,15677,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043482,15591,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
33,2,'043483,15627,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2012,244,M-siakhw
31,2,'043486,57069,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2012,240,M-niakhw
31,2,'043487,23451,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2012,240,M-niakhw
34,2,'043488,9777,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2012,246,M-soakhw
34,2,'043489,10471,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2012,246,M-soakhw
34,2,'043490,20962,KLAWOCK ESTUARY 103-60,KLAWOCK RIVER,KLAWOCK R,2012,246,M-soakhw
34,2,'043491,58804,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2012,246,M-soakhw
31,2,'043492,23346,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2013,240,M-niakhw
31,2,'043493,22057,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2013,240,M-niakhw
31,2,'043494,23112,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2013,240,M-niakhw
31,2,'043495,22493,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2013,240,M-niakhw
30,2,'043567,5942,TAKU R 111-32,NA,TAKU R 111-32,2016,238,M-tranhw
31,2,'043570,3646,CHILKAT R 115-32,NA,CHILKAT R 115-32,2012,240,M-niakhw
31,2,'043571,5015,CHILKAT R 115-32,NA,CHILKAT R 115-32,2012,240,M-niakhw
31,2,'043574,4339,CHILKAT R 115-32,NA,CHILKAT R 115-32,2013,240,M-niakhw
31,2,'043575,4979,CHILKAT R 115-32,NA,CHILKAT R 115-32,2013,240,M-niakhw
33,2,'043577,4110,STIKINE R 108-40,NA,STIKINE R 108-40,2012,244,M-siakhw
31,2,'043584,1482,COWEE CR 115-20,NA,COWEE CR 115-20,2012,240,M-niakhw
31,2,'043585,2720,COWEE CR 115-20,NA,COWEE CR 115-20,2012,240,M-niakhw
31,2,'043586,2878,COWEE CR 115-20,NA,COWEE CR 115-20,2012,240,M-niakhw
31,2,'043587,1124,COWEE CR 115-20,NA,COWEE CR 115-20,2013,240,M-niakhw
31,2,'043588,1993,CHILKAT R 115-32,NA,CHILKAT R 115-32,2015,240,M-niakhw
31,2,'043589,4107,CHILKAT R 115-32,NA,CHILKAT R 115-32,2015,240,M-niakhw
31,2,'043590,1730,CHILKAT R 115-32,NA,CHILKAT R 115-32,2016,240,M-niakhw
31,2,'043591,4264,CHILKAT R 115-32,NA,CHILKAT R 115-32,2016,240,M-niakhw
31,2,'043597,17060,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2013,240,M-niakhw
32,2,'043598,22125,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043599,26479,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
31,2,'043664,18267,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2013,240,M-niakhw
32,2,'043665,26353,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043667,21427,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043668,22888,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043669,18444,BEAR COVE 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
31,2,'043673,17145,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2013,240,M-niakhw
31,2,'043674,20479,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2013,240,M-niakhw
32,2,'043676,7761,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2013,242,M-noakhw
32,2,'043678,8465,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043679,5026,DEEP INLET 113-41,SAWMILL CREEK,MEDVEJIE H,2013,242,M-noakhw
32,2,'043689,2000,SALMON LK 113-41,NA,SALMON LK 113-41,2014,242,M-noakhw
33,2,'043690,10822,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2012,244,M-siakhw
33,2,'043694,11441,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043695,11312,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043696,10330,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043697,10401,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043733,9291,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1994,244,M-siakhw
31,2,'043734,11803,BERNERS R 115-20,NA,BERNERS R 115-20,1994,240,M-niakhw
31,2,'043735,5208,BERNERS R 115-20,NA,BERNERS R 115-20,1994,240,M-niakhw
33,2,'043774,10717,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043775,9818,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043776,10871,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043777,10908,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043778,10161,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043779,10685,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043780,10714,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2013,244,M-siakhw
33,2,'043781,10302,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043782,10343,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043783,10982,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043784,10748,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043785,10922,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043786,10632,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043787,10896,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043788,10905,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043789,10825,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043790,10489,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043791,10562,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043792,10609,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043793,10377,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043794,10216,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043795,10186,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2013,244,M-siakhw
33,2,'043809,14929,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,1994,244,M-siakhw
31,2,'043836,9945,PORT ARMSTRONG109-10,PORT ARMSTRONG,HIDDEN FALLS H,1994,240,M-niakhw
31,2,'043838,14772,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1995,240,M-niakhw
31,2,'043839,15123,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,1998,240,M-niakhw
